2025-01-17 14:50:01,639 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:02,870 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:04,090 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:05,320 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:06,552 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:07,791 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:09,026 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:10,230 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:11,457 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:12,703 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:13,932 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:15,161 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:50:16,397 - INFO - 데드 크로스 발생: KRW-BTC
2025-01-17 14:58:18,100 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:18,165 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:18,221 - INFO - KRW-BTC 현재가 조회: 149232000.0
2025-01-17 14:58:19,091 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:19,158 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:19,213 - INFO - KRW-BTC 현재가 조회: 149200000.0
2025-01-17 14:58:20,096 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:20,159 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:20,210 - INFO - KRW-BTC 현재가 조회: 149200000.0
2025-01-17 14:58:21,088 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:21,153 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:21,202 - INFO - KRW-BTC 현재가 조회: 149200000.0
2025-01-17 14:58:22,086 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:22,170 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:22,220 - INFO - KRW-BTC 현재가 조회: 149200000.0
2025-01-17 14:58:22,361 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:23,087 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:23,158 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:23,209 - INFO - KRW-BTC 현재가 조회: 149200000.0
2025-01-17 14:58:24,096 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:24,158 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:24,216 - INFO - KRW-BTC 현재가 조회: 149192000.0
2025-01-17 14:58:25,098 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:25,167 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:25,220 - INFO - KRW-BTC 현재가 조회: 149192000.0
2025-01-17 14:58:26,086 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:26,167 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:26,218 - INFO - KRW-BTC 현재가 조회: 149192000.0
2025-01-17 14:58:27,106 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:27,188 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:27,245 - INFO - KRW-BTC 현재가 조회: 149192000.0
2025-01-17 14:58:28,094 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:28,157 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:28,206 - INFO - KRW-BTC 현재가 조회: 149192000.0
2025-01-17 14:58:29,079 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:29,151 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:29,202 - INFO - KRW-BTC 현재가 조회: 149192000.0
2025-01-17 14:58:30,098 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:30,167 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:30,215 - INFO - KRW-BTC 현재가 조회: 149192000.0
2025-01-17 14:58:31,101 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:31,167 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:31,213 - INFO - KRW-BTC 현재가 조회: 149192000.0
2025-01-17 14:58:32,098 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:32,167 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:32,218 - INFO - KRW-BTC 현재가 조회: 149192000.0
2025-01-17 14:58:33,095 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:33,160 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:33,212 - INFO - KRW-BTC 현재가 조회: 149200000.0
2025-01-17 14:58:34,105 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:34,166 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:34,220 - INFO - KRW-BTC 현재가 조회: 149200000.0
2025-01-17 14:58:35,100 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:35,162 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:35,218 - INFO - KRW-BTC 현재가 조회: 149200000.0
2025-01-17 14:58:36,083 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:36,142 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:36,195 - INFO - KRW-BTC 현재가 조회: 149232000.0
2025-01-17 14:58:37,098 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:37,158 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:37,199 - INFO - KRW-BTC 현재가 조회: 149232000.0
2025-01-17 14:58:38,088 - INFO - KRW 잔고 조회: 0.74848109
2025-01-17 14:58:38,154 - INFO - BTC 잔고 조회: 0.0
2025-01-17 14:58:38,194 - INFO - KRW-BTC 현재가 조회: 149232000.0
